constructorId,grid,position,laps,nationality,round,circuitId,country_circuit,height,nationality_constructors,points_season,position_season,wins_season,age,weather_condition,humidity,temperature,AvgGrid,AvgFn,wins_acc
132,12,0,35,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,45,dry,51.0,28.07,13.33,6.0,0.0
132,11,0,2,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,45,dry,51.0,28.07,13.8,6.0,0.0
132,11,0,2,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,45,dry,51.0,28.07,13.33,6.0,0.0
128,15,0,7,French,1,25,Argentina,8.0,French,0.0,0,0,40,dry,51.0,28.07,15.0,,0.0
105,20,20,54,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.68,5.37,0.0
105,20,20,54,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.66,5.4,0.0
105,20,20,54,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.94,5.48,0.0
105,7,50,88,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.68,5.37,0.0
105,7,50,88,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.66,5.4,0.0
105,7,50,88,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.94,5.48,0.0
105,18,40,83,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.68,5.37,0.0
105,18,40,83,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.66,5.4,0.0
105,18,40,83,American,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,51.0,28.07,7.94,5.48,0.0
105,21,0,22,Uruguayan,1,25,Argentina,8.0,Italian,0.0,0,0,30,dry,51.0,28.07,21.0,,0.0
6,2,80,87,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,31,dry,68.33,23.17,3.5,2.5,0.0
6,1,90,87,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,47,dry,68.33,23.17,6.0,3.0,0.0
105,3,100,87,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,42,dry,68.33,23.17,2.48,2.0,40.0
6,4,0,52,British,1,25,Argentina,8.0,Italian,0.0,0,0,24,dry,68.33,23.17,5.24,4.19,5.0
128,17,10,61,French,1,25,Argentina,8.0,French,0.0,0,0,32,dry,68.33,23.17,6.59,4.22,0.0
128,15,60,85,French,1,25,Argentina,8.0,French,0.0,0,0,39,dry,68.33,23.17,15.33,5.0,0.0
105,9,0,0,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,39,dry,68.33,23.17,11.0,4.0,0.0
105,7,0,0,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,29,dry,68.33,23.17,7.55,4.36,3.0
6,5,70,86,French,1,25,Argentina,8.0,Italian,0.0,0,0,36,dry,68.33,23.17,12.35,6.72,12.0
6,14,0,1,French,1,25,Argentina,8.0,Italian,0.0,0,0,48,dry,68.33,23.17,14.57,7.4,0.0
105,11,50,84,American,1,25,Argentina,8.0,Italian,0.0,0,0,32,dry,68.33,23.17,8.33,5.65,0.0
105,8,0,37,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,29,dry,68.33,23.17,7.83,5.33,0.0
6,12,20,82,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,25,dry,68.33,23.17,9.8,6.0,0.0
6,1,100,97,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,34,dry,80.0,24.03,10.5,1.0,0.0
6,6,70,96,British,1,25,Argentina,8.0,Italian,0.0,0,0,23,dry,80.0,24.03,5.21,3.71,5.0
6,3,90,96,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,43,dry,80.0,24.03,11.23,4.33,0.0
105,5,80,96,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,30,dry,80.0,24.03,4.31,2.5,4.0
128,10,0,24,Argentine,1,25,Argentina,8.0,French,0.0,0,0,38,dry,80.0,24.03,10.9,4.0,0.0
6,4,0,31,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,46,dry,80.0,24.03,5.17,3.0,0.0
105,2,0,36,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,41,dry,80.0,24.03,2.21,1.93,64.0
128,7,40,91,French,1,25,Argentina,8.0,French,0.0,0,0,35,dry,80.0,24.03,11.75,6.41,12.0
128,7,40,91,American,1,25,Argentina,8.0,French,0.0,0,0,31,dry,80.0,24.03,8.85,6.0,0.0
128,11,50,94,French,1,25,Argentina,8.0,French,0.0,0,0,31,dry,80.0,24.03,7.5,4.67,0.0
128,8,10,67,French,1,25,Argentina,8.0,French,0.0,0,0,35,dry,80.0,24.03,13.33,9.0,0.0
87,12,20,87,British,1,25,Argentina,8.0,British,0.0,0,0,33,dry,80.0,24.03,12.0,9.0,0.0
6,3,100,98,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,31,dry,43.0,28.67,6.18,3.71,0.0
6,3,100,98,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,44,dry,43.0,28.67,2.78,1.62,17.0
6,3,100,98,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,44,dry,43.0,28.67,2.6,1.62,17.0
6,1,0,22,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,44,dry,43.0,28.67,2.78,1.62,17.0
6,1,0,22,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,44,dry,43.0,28.67,2.6,1.62,17.0
105,4,90,98,French,1,25,Argentina,8.0,Italian,0.0,0,0,34,dry,43.0,28.67,4.95,4.12,0.0
105,8,80,96,British,1,25,Argentina,8.0,Italian,0.0,0,0,26,dry,43.0,28.67,4.59,2.83,5.0
105,7,40,81,British,1,25,Argentina,8.0,Italian,0.0,0,0,26,dry,43.0,28.67,3.98,2.4,39.0
105,5,0,24,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,33,dry,43.0,28.67,5.0,,0.0
6,2,0,40,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,25,dry,43.0,28.67,2.0,,0.0
6,9,30,58,British,1,25,Argentina,8.0,Italian,0.0,0,0,24,dry,43.0,28.67,6.47,3.57,1.0
105,12,20,57,Italian,1,25,Argentina,8.0,Italian,0.0,0,0,42,dry,43.0,28.67,11.2,10.0,0.0
105,6,10,42,Argentine,1,25,Argentina,8.0,Italian,0.0,0,0,41,dry,43.0,28.67,8.2,3.0,0.0
6,5,90,67,Italian,2,27,Portugal,130.0,Italian,6.0,2,0,28,dry,74.67,14.5,12.2,8.26,0.0
32,1,100,67,Brazilian,2,27,Portugal,130.0,British,0.0,15,0,25,dry,74.67,14.5,2.39,2.79,336.0
3,9,60,65,British,2,27,Portugal,130.0,British,0.0,23,0,31,dry,74.67,14.5,3.6,2.81,216.0
4,6,40,65,British,2,27,Portugal,130.0,French,0.0,10,0,30,dry,74.67,14.5,12.47,8.41,0.0
4,12,80,66,French,2,27,Portugal,130.0,French,2.0,5,0,35,dry,74.67,14.5,12.5,6.0,0.0
32,4,70,66,Italian,2,27,Portugal,130.0,British,4.0,3,0,27,dry,74.67,14.5,12.2,3.5,0.0
1,7,0,49,Austrian,2,27,Portugal,130.0,British,0.0,18,0,36,dry,74.67,14.5,7.0,,0.0
51,14,0,36,American,2,27,Portugal,130.0,Swiss,0.0,16,0,27,dry,74.67,14.5,14.43,7.0,0.0
21,10,0,28,Belgian,2,27,Portugal,130.0,British,0.0,11,0,27,dry,74.67,14.5,11.51,6.9,16.0
34,19,0,3,French,2,27,Portugal,130.0,British,0.0,22,0,28,dry,74.67,14.5,19.0,,0.0
1,2,0,30,French,2,27,Portugal,130.0,British,9.0,1,1,30,dry,74.67,14.5,3.42,2.78,259.0
3,3,0,16,Finnish,2,27,Portugal,130.0,British,0.0,21,0,36,dry,74.67,14.5,6.0,4.62,0.0
51,13,0,4,Italian,2,27,Portugal,130.0,Swiss,0.0,20,0,31,dry,74.67,14.5,6.99,5.4,27.0
18,25,0,12,Italian,2,27,Portugal,130.0,Italian,0.0,17,0,24,dry,74.67,14.5,14.9,9.23,0.0
21,17,0,12,Austrian,2,27,Portugal,130.0,British,0.0,14,0,25,dry,74.67,14.5,5.52,4.69,33.0
50,20,0,3,French,2,27,Portugal,130.0,British,0.0,9,0,30,dry,74.67,14.5,16.32,10.3,0.0
52,29,0,19,Italian,2,27,Portugal,130.0,British,0.0,24,0,31,dry,74.67,14.5,29.0,,0.0
25,22,0,20,British,2,27,Portugal,130.0,British,0.0,8,0,25,dry,74.67,14.5,12.56,6.94,0.0
45,26,20,61,Italian,2,27,Portugal,130.0,Italian,0.0,12,0,33,dry,74.67,14.5,14.95,11.25,0.0
27,8,0,29,Italian,2,27,Portugal,130.0,French,0.0,19,0,25,dry,74.67,14.5,15.04,8.41,0.0
27,18,0,15,French,2,27,Portugal,130.0,French,1.0,6,0,41,dry,74.67,14.5,12.3,5.33,0.0
34,16,0,28,Brazilian,2,27,Portugal,130.0,British,0.0,25,0,32,dry,74.67,14.5,7.32,4.17,61.0
6,11,30,62,Swedish,2,27,Portugal,130.0,Italian,0.0,7,0,28,dry,74.67,14.5,10.67,5.97,0.0
50,15,10,50,German,2,27,Portugal,130.0,British,0.0,13,0,33,dry,74.67,14.5,15.0,,0.0
6,5,90,83,Austrian,2,28,Japan,266.0,Italian,0.0,24,0,34,dry,69.0,10.47,6.29,5.55,7.0
22,2,100,83,German,2,28,Japan,266.0,Italian,10.0,1,1,25,dry,69.0,10.47,3.61,2.51,660.0
3,1,0,0,Brazilian,2,28,Japan,266.0,British,0.0,13,0,34,dry,69.0,10.47,1.0,,0.0
15,19,0,69,Austrian,2,28,Japan,266.0,Swiss,1.0,6,0,25,dry,69.0,10.47,14.75,8.0,0.0
18,15,0,69,Italian,2,28,Japan,266.0,Italian,0.0,22,0,37,dry,69.0,10.47,15.0,,0.0
25,12,0,0,British,2,28,Japan,266.0,British,0.0,18,0,28,dry,69.0,10.47,11.56,6.56,0.0
15,11,60,82,German,2,28,Japan,266.0,Swiss,0.0,20,0,26,dry,69.0,10.47,8.87,6.56,25.0
17,8,80,82,Brazilian,2,28,Japan,266.0,Irish,3.0,4,0,21,dry,69.0,10.47,8.14,6.19,41.0
29,9,70,82,Brazilian,2,28,Japan,266.0,British,0.0,19,0,23,dry,69.0,10.47,9.0,4.0,0.0
25,14,0,42,Japanese,2,28,Japan,266.0,British,2.0,5,0,30,dry,69.0,10.47,16.81,10.41,0.0
29,13,0,69,Italian,2,28,Japan,266.0,British,0.0,23,0,26,dry,69.0,10.47,13.56,9.2,0.0
31,25,0,2,Australian,2,28,Japan,266.0,British,0.0,12,0,28,dry,69.0,10.47,25.0,,0.0
33,21,0,14,Monegasque,2,28,Japan,266.0,French,0.0,25,0,24,dry,69.0,10.47,21.0,,0.0
1,4,0,19,Finnish,2,28,Japan,266.0,British,0.0,21,0,25,dry,69.0,10.47,4.62,3.37,137.0
18,17,0,63,Italian,2,28,Japan,266.0,Italian,0.0,8,0,33,dry,69.0,10.47,17.62,9.0,0.0
22,10,0,54,Dutch,2,28,Japan,266.0,Italian,0.0,16,0,22,dry,69.0,10.47,16.94,11.16,0.0
3,3,0,49,British,2,28,Japan,266.0,British,6.0,2,0,33,dry,69.0,10.47,6.9,4.77,112.0
30,0,0,0,Belgian,2,28,Japan,266.0,British,0.0,26,0,31,dry,69.0,10.47,18.8,8.0,0.0
30,0,0,0,French,2,28,Japan,266.0,British,0.0,28,0,31,dry,69.0,10.47,0.0,,0.0
32,23,40,80,British,2,28,Japan,266.0,British,0.0,7,0,29,dry,69.0,10.47,11.27,7.02,16.0
33,16,50,80,French,2,28,Japan,266.0,French,0.0,9,0,30,dry,69.0,10.47,16.0,6.0,0.0
32,24,30,79,Portuguese,2,28,Japan,266.0,British,0.0,10,0,22,dry,69.0,10.47,18.43,10.71,0.0
27,22,20,78,French,2,28,Japan,266.0,French,0.0,11,0,27,dry,69.0,10.47,11.67,8.78,10.0
27,18,10,78,French,2,28,Japan,266.0,French,0.0,17,0,29,dry,69.0,10.47,18.0,10.0,0.0
31,26,0,78,Austrian,2,28,Japan,266.0,British,0.0,27,0,33,dry,69.0,10.47,26.0,11.0,0.0
1,6,0,67,British,2,28,Japan,266.0,British,0.0,14,0,34,dry,69.0,10.47,10.88,6.62,0.0
6,1,100,82,Austrian,16,29,Australia,58.0,Italian,27.0,6,1,28,dry,47.33,22.53,5.28,4.59,32.0
6,6,90,82,Italian,16,29,Australia,58.0,Italian,11.0,9,0,30,dry,47.33,22.53,12.67,8.83,0.0
32,4,10,82,Brazilian,16,29,Australia,58.0,British,57.0,3,2,27,dry,47.33,22.53,2.38,2.85,313.0
25,19,70,80,British,16,29,Australia,58.0,British,4.0,15,0,31,dry,47.33,22.53,18.15,9.0,0.0
22,5,80,81,Belgian,16,29,Australia,58.0,Italian,12.0,8,0,30,dry,47.33,22.53,10.66,6.76,16.0
49,16,0,18,British,16,29,Australia,58.0,German,2.0,18,0,28,dry,47.33,22.53,12.02,6.83,0.0
33,17,0,45,French,16,29,Australia,58.0,French,3.0,17,0,33,dry,47.33,22.53,16.66,10.58,0.0
32,14,0,22,Japanese,16,29,Australia,58.0,British,7.0,11,0,34,dry,47.33,22.53,13.76,8.64,0.0
25,18,0,6,French,16,29,Australia,58.0,British,4.0,14,0,32,dry,47.33,22.53,18.77,9.29,0.0
34,10,30,78,Italian,16,29,Australia,58.0,British,4.0,13,0,28,dry,47.33,22.53,14.5,8.43,0.0
37,23,0,58,Italian,16,29,Australia,58.0,British,1.0,19,0,24,dry,47.33,22.53,14.26,8.41,0.0
18,13,0,0,Italian,16,29,Australia,58.0,Italian,0.0,25,0,28,dry,47.33,22.53,10.35,6.46,1.0
18,26,0,46,Spanish,16,29,Australia,58.0,Italian,0.0,27,0,27,dry,47.33,22.53,16.47,15.0,0.0
21,12,0,19,British,16,29,Australia,58.0,British,3.0,16,0,33,dry,47.33,22.53,12.47,8.4,0.0
1,2,0,53,French,16,29,Australia,58.0,British,46.0,4,3,32,dry,47.33,22.53,3.26,2.85,229.0
1,8,0,48,Swedish,16,29,Australia,58.0,British,30.0,5,0,31,dry,47.33,22.53,10.24,5.83,0.0
3,3,0,58,Brazilian,16,29,Australia,58.0,British,73.0,1,3,35,dry,47.33,22.53,7.96,4.55,32.0
22,9,0,46,Italian,16,29,Australia,58.0,Italian,12.0,7,0,32,dry,47.33,22.53,7.73,5.43,0.0
45,27,0,0,Italian,16,29,Australia,58.0,Italian,0.0,26,0,23,dry,47.33,22.53,14.51,9.38,0.0
33,21,60,79,French,16,29,Australia,58.0,French,0.0,24,0,26,dry,47.33,22.53,10.37,11.36,0.0
39,25,50,79,Brazilian,16,29,Australia,58.0,French,0.0,29,0,28,dry,47.33,22.53,9.67,9.38,0.0
49,24,40,79,German,16,29,Australia,58.0,German,0.0,22,0,29,dry,47.33,22.53,12.44,8.0,0.0
3,7,20,76,Italian,16,29,Australia,58.0,British,6.0,12,0,33,dry,47.33,22.53,6.27,5.21,27.0
27,20,0,41,French,16,29,Australia,58.0,French,1.0,20,0,39,dry,47.33,22.53,16.2,11.62,0.0
27,22,0,26,Italian,16,29,Australia,58.0,French,0.0,21,0,35,dry,47.33,22.53,11.84,11.44,0.0
21,11,0,53,American,16,29,Australia,58.0,British,8.0,10,0,29,dry,47.33,22.53,14.36,7.0,0.0
6,3,100,78,Canadian,3,30,South Africa,1460.0,Italian,2.0,6,0,29,dry,65.0,24.4,8.5,5.59,17.0
6,2,90,78,South African,3,30,South Africa,1460.0,Italian,1.0,9,0,29,dry,65.0,24.4,13.31,8.82,0.0
25,9,80,78,French,3,30,South Africa,1460.0,British,0.0,20,0,32,dry,65.0,24.4,16.39,8.43,0.0
32,11,60,78,Argentine,3,30,South Africa,1460.0,British,10.0,2,0,36,dry,65.0,24.4,4.24,3.65,31.0
32,8,70,78,American,3,30,South Africa,1460.0,British,2.0,7,0,39,dry,65.0,24.4,11.18,7.07,0.0
3,22,20,76,Swiss,3,30,South Africa,1460.0,British,0.0,14,0,39,dry,65.0,24.4,18.5,10.75,0.0
204,12,40,77,Brazilian,3,30,South Africa,1460.0,British,0.0,25,0,26,dry,65.0,24.4,6.2,3.95,155.0
204,4,50,77,Austrian,3,30,South Africa,1460.0,British,0.0,23,0,30,dry,65.0,24.4,10.15,3.7,56.0
59,13,30,77,British,3,30,South Africa,1460.0,Canadian,0.0,19,0,31,dry,65.0,24.4,11.5,8.0,0.0
4,1,0,47,French,3,30,South Africa,1460.0,French,0.0,15,0,36,dry,65.0,24.4,7.8,7.0,3.0
32,23,0,71,Mexican,3,30,South Africa,1460.0,British,0.0,18,0,23,dry,65.0,24.4,12.61,6.0,0.0
3,19,0,63,Australian,3,30,South Africa,1460.0,British,0.0,12,0,32,dry,65.0,24.4,9.82,5.07,41.0
25,7,0,25,French,3,30,South Africa,1460.0,British,3.0,5,0,26,dry,65.0,24.4,7.21,4.76,20.0
27,6,0,45,French,3,30,South Africa,1460.0,French,18.0,1,2,35,dry,65.0,24.4,12.39,5.39,13.0
27,5,0,4,French,3,30,South Africa,1460.0,French,9.0,3,0,34,dry,65.0,24.4,7.5,3.0,0.0
54,24,0,57,German,3,30,South Africa,1460.0,Italian,0.0,21,0,28,dry,65.0,24.4,24.0,,0.0
58,21,0,2,Dutch,3,30,South Africa,1460.0,British,0.0,17,0,22,dry,65.0,24.4,8.96,12.8,0.0
58,15,0,16,Italian,3,30,South Africa,1460.0,British,0.0,11,0,20,dry,65.0,24.4,9.83,5.36,16.0
57,0,0,0,Irish,3,30,South Africa,1460.0,British,0.0,16,0,25,dry,65.0,24.4,13.78,8.38,0.0
60,0,0,0,Italian,3,30,South Africa,1460.0,Italian,0.0,26,0,36,dry,65.0,24.4,0.0,,0.0
1,17,10,75,French,3,30,South Africa,1460.0,British,0.0,24,0,29,dry,65.0,24.4,9.57,5.64,15.0
21,16,0,75,Italian,3,30,South Africa,1460.0,British,0.0,13,0,24,dry,65.0,24.4,8.64,6.07,37.0
21,20,0,74,German,3,30,South Africa,1460.0,British,0.0,10,0,32,dry,65.0,24.4,17.38,8.75,0.0
56,18,0,74,Brazilian,3,30,South Africa,1460.0,Brazilian,1.0,8,0,32,dry,65.0,24.4,18.31,9.44,0.0
4,10,0,67,French,3,30,South Africa,1460.0,French,0.0,22,0,30,dry,65.0,24.4,9.76,6.89,44.0
1,14,0,61,British,3,30,South Africa,1460.0,British,4.0,4,0,32,dry,65.0,24.4,12.85,5.54,39.0
6,4,100,79,American,1,30,South Africa,1460.0,Italian,0.0,0,0,31,dry,39.33,26.4,8.21,5.64,85.0
6,3,80,79,Swiss,1,30,South Africa,1460.0,Italian,0.0,0,0,31,dry,39.33,26.4,8.55,6.27,23.0
25,1,90,79,British,1,30,South Africa,1460.0,British,0.0,0,0,31,dry,39.33,26.4,4.23,3.19,57.0
180,14,70,79,Swedish,1,30,South Africa,1460.0,British,0.0,0,0,29,dry,39.33,26.4,14.6,8.67,0.0
34,19,20,77,British,1,30,South Africa,1460.0,British,0.0,0,0,42,dry,39.33,26.4,18.71,10.18,0.0
63,15,0,77,German,1,30,South Africa,1460.0,British,0.0,0,0,27,dry,39.33,26.4,15.71,12.42,0.0
200,13,10,77,Swedish,1,30,South Africa,1460.0,British,0.0,0,0,27,dry,39.33,26.4,8.02,6.24,45.0
200,18,0,77,French,1,30,South Africa,1460.0,British,0.0,0,0,28,dry,39.33,26.4,19.28,12.53,0.0
1,7,50,78,New Zealander,1,30,South Africa,1460.0,British,0.0,0,0,34,dry,39.33,26.4,7.29,6.06,32.0
6,8,30,78,Belgian,1,30,South Africa,1460.0,Italian,0.0,0,0,26,dry,39.33,26.4,11.69,7.46,4.0
63,17,40,78,British,1,30,South Africa,1460.0,British,0.0,0,0,34,dry,39.33,26.4,17.83,9.75,0.0
82,2,60,78,New Zealander,1,30,South Africa,1460.0,French,0.0,0,0,27,dry,39.33,26.4,10.47,8.56,0.0
34,16,0,31,South African,1,30,South Africa,1460.0,British,0.0,0,0,34,dry,39.33,26.4,16.5,,0.0
180,5,0,58,Brazilian,1,30,South Africa,1460.0,British,0.0,0,0,24,dry,39.33,26.4,11.59,6.07,105.0
200,25,0,5,Spanish,1,30,South Africa,1460.0,British,0.0,0,0,38,dry,39.33,26.4,23.5,,0.0
63,6,0,56,British,1,30,South Africa,1460.0,British,0.0,0,0,37,dry,39.33,26.4,6.0,,0.0
25,9,0,45,French,1,30,South Africa,1460.0,British,0.0,0,0,27,dry,39.33,26.4,8.22,4.56,0.0
199,22,0,75,Italian,1,30,South Africa,1460.0,British,0.0,0,0,29,dry,39.33,26.4,17.22,9.5,0.0
1,11,0,7,British,1,30,South Africa,1460.0,British,0.0,0,0,31,dry,39.33,26.4,15.82,9.5,0.0
200,21,0,30,Rhodesian,1,30,South Africa,1460.0,British,0.0,0,0,46,dry,39.33,26.4,21.0,,0.0
66,24,0,42,New Zealander,1,30,South Africa,1460.0,British,0.0,0,0,29,dry,39.33,26.4,16.36,9.0,0.0
6,4,100,63,Argentine,2,36,Brazil,1126.0,Italian,0.0,7,0,35,dry,59.33,30.73,5.77,4.12,31.0
32,3,70,63,American,2,36,Brazil,1126.0,British,9.0,1,1,37,dry,59.33,30.73,10.69,6.33,1.0
34,10,80,63,Austrian,2,36,Brazil,1126.0,British,6.0,2,0,28,dry,59.33,30.73,9.58,3.63,56.0
56,7,90,63,Brazilian,2,36,Brazil,1126.0,Brazilian,0.0,9,0,31,dry,59.33,30.73,18.17,8.69,0.0
32,1,0,15,Swedish,2,36,Brazil,1126.0,British,2.0,5,0,33,dry,59.33,30.73,1.0,,0.0
27,14,20,61,French,2,36,Brazil,1126.0,French,0.0,16,0,34,dry,59.33,30.73,11.63,5.5,37.0
34,21,30,61,British,2,36,Brazil,1126.0,British,0.0,19,0,31,dry,59.33,30.73,13.19,5.74,39.0
54,16,0,0,French,2,36,Brazil,1126.0,Italian,0.0,12,0,31,dry,59.33,30.73,15.63,8.07,0.0
25,19,50,62,French,2,36,Brazil,1126.0,British,0.0,14,0,25,dry,59.33,30.73,8.42,5.49,20.0
54,20,40,62,German,2,36,Brazil,1126.0,Italian,0.0,11,0,31,dry,59.33,30.73,16.55,8.67,0.0
58,15,60,62,Swiss,2,36,Brazil,1126.0,British,0.0,15,0,38,dry,59.33,30.73,11.85,6.54,6.0
1,5,0,34,French,2,36,Brazil,1126.0,British,1.0,6,0,28,dry,59.33,30.73,10.14,6.05,15.0
1,2,0,25,British,2,36,Brazil,1126.0,British,3.0,4,0,30,dry,59.33,30.73,9.12,6.0,0.0
6,6,0,35,Canadian,2,36,Brazil,1126.0,Italian,0.0,8,0,28,dry,59.33,30.73,7.54,5.32,40.0
25,11,0,8,French,2,36,Brazil,1126.0,British,4.0,3,0,33,dry,59.33,30.73,6.69,3.33,2.0
59,12,0,16,South African,2,36,Brazil,1126.0,Canadian,0.0,10,0,28,dry,59.33,30.73,10.63,6.17,19.0
63,24,0,5,British,2,36,Brazil,1126.0,British,0.0,24,0,22,dry,59.33,30.73,13.73,11.75,0.0
57,17,0,0,Italian,2,36,Brazil,1126.0,British,0.0,22,0,24,dry,59.33,30.73,17.0,,0.0
57,23,0,13,American,2,36,Brazil,1126.0,British,0.0,21,0,35,dry,59.33,30.73,23.0,,0.0
58,9,0,25,German,2,36,Brazil,1126.0,British,0.0,17,0,27,dry,59.33,30.73,15.38,11.0,0.0
55,0,0,0,American,2,36,Brazil,1126.0,Hong Kong,0.0,26,0,20,dry,59.33,30.73,13.45,7.55,0.0
60,0,0,0,Italian,2,36,Brazil,1126.0,Italian,0.0,23,0,34,dry,59.33,30.73,2.8,,0.0
64,0,0,0,British,2,36,Brazil,1126.0,British,0.0,27,0,33,dry,59.33,30.73,0.0,,0.0
63,0,0,0,Italian,2,36,Brazil,1126.0,British,0.0,18,0,40,dry,59.33,30.73,9.8,18.0,0.0
3,8,0,58,Australian,2,36,Brazil,1126.0,British,0.0,20,0,31,dry,59.33,30.73,8.87,4.81,54.0
1,13,0,11,American,2,36,Brazil,1126.0,British,0.0,13,0,32,dry,59.33,30.73,13.0,,0.0
32,22,0,40,Mexican,2,36,Brazil,1126.0,British,0.0,25,0,21,dry,59.33,30.73,13.67,7.0,0.0
6,8,100,76,Argentine,10,38,UK,145.0,Italian,22.0,5,2,36,dry,62.0,17.27,5.65,4.53,45.0
25,10,70,76,French,10,38,UK,145.0,British,23.0,4,1,33,dry,62.0,17.27,8.12,3.0,7.0
34,4,90,76,Austrian,10,38,UK,145.0,British,25.0,3,1,29,dry,62.0,17.27,8.95,3.45,58.0
34,9,80,76,British,10,38,UK,145.0,British,12.0,6,0,32,dry,62.0,17.27,12.46,5.55,39.0
1,16,40,75,Italian,10,38,UK,145.0,British,0.0,21,0,25,dry,62.0,17.27,10.09,9.31,0.0
1,20,50,75,French,10,38,UK,145.0,British,4.0,14,0,29,dry,62.0,17.27,10.24,6.2,15.0
1,24,30,75,American,10,38,UK,145.0,British,0.0,18,0,32,dry,62.0,17.27,11.67,8.67,0.0
58,18,60,75,German,10,38,UK,145.0,British,0.0,26,0,27,dry,62.0,17.27,14.79,10.25,0.0
63,25,20,75,Italian,10,38,UK,145.0,British,0.0,19,0,40,dry,62.0,17.27,13.46,12.67,0.0
32,2,0,28,American,10,38,UK,145.0,British,45.0,1,4,38,dry,62.0,17.27,9.46,5.78,17.0
56,11,0,32,Brazilian,10,38,UK,145.0,Brazilian,7.0,11,0,31,dry,62.0,17.27,17.5,8.53,0.0
25,19,0,40,French,10,38,UK,145.0,British,5.0,13,0,26,dry,62.0,17.27,9.49,5.78,20.0
32,21,0,15,Mexican,10,38,UK,145.0,British,0.0,24,0,22,dry,62.0,17.27,13.07,7.67,0.0
58,17,0,49,Swiss,10,38,UK,145.0,British,4.0,15,0,38,dry,62.0,17.27,12.39,7.19,6.0
59,3,0,36,South African,10,38,UK,145.0,Canadian,8.0,10,0,28,dry,62.0,17.27,9.82,5.96,19.0
21,5,0,40,Italian,10,38,UK,145.0,British,8.0,8,0,24,dry,62.0,17.27,9.02,6.21,37.0
54,22,0,59,Finnish,10,38,UK,145.0,Italian,0.0,29,0,29,dry,62.0,17.27,8.48,5.72,29.0
4,12,0,46,French,10,38,UK,145.0,French,0.0,25,0,35,dry,62.0,17.27,8.15,8.43,10.0
1,14,0,7,British,10,38,UK,145.0,British,8.0,9,0,30,dry,62.0,17.27,8.19,5.8,0.0
3,6,0,26,Australian,10,38,UK,145.0,British,5.0,12,0,31,dry,62.0,17.27,9.2,5.05,54.0
6,13,0,19,Canadian,10,38,UK,145.0,Italian,3.0,16,0,28,dry,62.0,17.27,7.47,5.75,40.0
32,1,0,6,Swedish,10,38,UK,145.0,British,36.0,2,1,34,dry,62.0,17.27,5.0,2.33,7.0
60,23,0,32,Italian,10,38,UK,145.0,Italian,0.0,30,0,35,dry,62.0,17.27,5.83,,0.0
21,0,0,0,German,10,38,UK,145.0,British,0.0,22,0,35,dry,62.0,17.27,16.86,13.0,0.0
63,0,0,0,British,10,38,UK,145.0,British,0.0,27,0,23,dry,62.0,17.27,12.53,11.6,0.0
27,7,10,73,French,10,38,UK,145.0,French,10.0,7,0,34,dry,62.0,17.27,11.63,5.55,37.0
57,15,0,30,Irish,10,38,UK,145.0,British,0.0,34,0,25,dry,62.0,17.27,12.68,8.36,0.0
54,26,0,65,German,10,38,UK,145.0,Italian,0.0,17,0,31,dry,62.0,17.27,16.59,9.07,0.0
6,1,100,76,Austrian,9,38,UK,145.0,Italian,52.0,1,4,27,dry,56.33,22.93,7.74,2.85,106.0
25,8,90,76,South African,9,38,UK,145.0,British,24.0,4,1,26,dry,56.33,22.93,8.76,4.98,49.0
