raceId,weather_condition,humidity,wmo_code
536,dry,62.0,2.0
626,dry,62.666666666666664,2.0
568,dry,56.333333333333336,2.0
599,rain,70.0,51.0
649,dry,55.0,2.0
693,rain,71.33333333333333,51.0
673,dry,72.0,3.0
713,dry,77.33333333333333,3.0
448,dry,78.0,1.0
475,dry,76.0,2.0
494,dry,58.333333333333336,2.0
508,rain,77.33333333333333,51.0
523,dry,77.66666666666667,2.0
539,dry,62.0,2.0
430,rain,68.33333333333333,51.0
463,dry,67.33333333333333,3.0
555,dry,66.0,1.0
571,rain,65.0,51.0
583,rain,84.33333333333333,51.0
597,dry,70.33333333333333,0.0
614,dry,83.0,2.0
635,rain,91.66666666666667,51.0
647,dry,66.33333333333333,0.0
659,dry,63.0,2.0
671,rain,83.33333333333333,53.0
681,dry,80.33333333333333,0.0
694,dry,72.66666666666667,1.0
704,dry,67.0,2.0
710,dry,48.0,1.0
729,dry,69.66666666666667,0.0
721,dry,72.0,1.0
739,dry,70.66666666666667,2.0
749,rain,84.0,55.0
767,rain,73.66666666666667,51.0
758,dry,71.66666666666667,2.0
796,dry,66.66666666666667,1.0
810,dry,67.66666666666667,0.0
823,rain,80.66666666666667,53.0
1064,dry,59.666666666666664,0.0
1088,dry,60.0,3.0
438,dry,35.333333333333336,0.0
471,dry,53.0,0.0
487,rain,65.33333333333333,51.0
502,dry,42.666666666666664,2.0
517,dry,63.0,3.0
532,dry,70.33333333333333,3.0
549,rain,80.66666666666667,53.0
564,dry,38.333333333333336,3.0
581,dry,54.0,2.0
609,dry,49.333333333333336,1.0
440,dry,64.0,2.0
480,dry,53.333333333333336,0.0
519,dry,55.666666666666664,3.0
490,dry,69.66666666666667,3.0
598,dry,54.0,2.0
551,dry,53.333333333333336,0.0
444,dry,61.666666666666664,0.0
453,dry,86.66666666666667,1.0
515,dry,93.0,1.0
501,dry,88.0,0.0
469,dry,88.66666666666667,1.0
483,dry,89.0,0.0
530,dry,81.33333333333333,1.0
562,dry,62.666666666666664,0.0
546,dry,90.33333333333333,0.0
482,dry,54.666666666666664,1.0
497,dry,71.66666666666667,0.0
489,dry,27.666666666666668,1.0
516,dry,41.666666666666664,2.0
533,dry,43.333333333333336,3.0
563,dry,32.666666666666664,0.0
547,dry,31.666666666666668,0.0
593,rain,82.0,51.0
622,rain,83.33333333333333,53.0
644,dry,34.666666666666664,0.0
668,dry,43.333333333333336,0.0
511,dry,77.0,2.0
526,dry,75.66666666666667,3.0
541,rain,97.0,53.0
557,dry,92.66666666666667,3.0
574,dry,71.0,2.0
589,dry,83.33333333333333,1.0
604,dry,73.33333333333333,0.0
619,dry,72.66666666666667,3.0
642,dry,98.33333333333333,3.0
631,dry,76.0,0.0
665,dry,81.66666666666667,0.0
654,dry,72.66666666666667,1.0
677,dry,79.0,1.0
688,dry,83.66666666666667,2.0
707,dry,75.33333333333333,2.0
697,dry,84.0,2.0
717,dry,63.666666666666664,1.0
726,dry,57.333333333333336,0.0
736,dry,99.0,3.0
745,dry,91.0,3.0
534,dry,38.0,0.0
550,dry,46.666666666666664,1.0
566,rain,77.33333333333333,51.0
582,dry,46.666666666666664,0.0
596,dry,41.333333333333336,1.0
611,dry,34.333333333333336,0.0
573,dry,82.33333333333333,0.0
558,rain,98.33333333333333,61.0
603,dry,81.33333333333333,3.0
618,dry,92.0,3.0
630,dry,92.33333333333333,3.0
641,dry,83.0,0.0
664,dry,76.33333333333333,0.0
686,dry,92.66666666666667,3.0
579,dry,61.333333333333336,0.0
608,dry,80.33333333333333,1.0
633,dry,74.33333333333333,3.0
657,rain,85.33333333333333,51.0
594,dry,48.333333333333336,3.0
624,dry,65.33333333333333,3.0
702,rain,69.0,51.0
660,dry,54.333333333333336,1.0
648,dry,58.0,1.0
653,dry,89.0,0.0
676,dry,92.0,0.0
712,dry,72.0,3.0
672,rain,63.666666666666664,51.0
732,dry,34.0,0.0
820,rain,68.0,51.0
779,dry,52.666666666666664,1.0
683,dry,63.0,1.0
692,dry,57.333333333333336,1.0
722,dry,52.333333333333336,3.0
625,dry,60.333333333333336,3.0
741,dry,33.666666666666664,0.0
751,rain,55.666666666666664,51.0
770,rain,57.666666666666664,51.0
759,dry,43.333333333333336,0.0
788,dry,63.0,1.0
812,dry,59.0,0.0
802,dry,50.666666666666664,1.0
828,dry,60.666666666666664,0.0
838,dry,49.0,1.0
699,dry,64.0,1.0
728,dry,70.0,0.0
715,dry,61.666666666666664,2.0
737,dry,63.666666666666664,3.0
733,rain,71.0,51.0
742,rain,78.33333333333333,61.0
780,rain,77.66666666666667,53.0
760,rain,74.33333333333333,51.0
797,dry,70.0,0.0
753,dry,57.333333333333336,2.0
773,dry,66.66666666666667,3.0
755,dry,66.33333333333333,0.0
761,rain,71.33333333333333,51.0
762,dry,25.333333333333332,0.0
764,dry,93.33333333333333,1.0
775,dry,44.333333333333336,0.0
782,dry,50.0,0.0
825,rain,78.0,51.0
832,dry,59.333333333333336,0.0
815,dry,48.333333333333336,3.0
857,dry,36.0,0.0
817,dry,43.0,0.0
807,dry,58.0,0.0
805,rain,88.66666666666667,53.0
836,dry,54.666666666666664,0.0
876,dry,39.0,0.0
896,dry,39.666666666666664,0.0
878,dry,35.333333333333336,0.0
898,dry,59.333333333333336,0.0
916,dry,38.0,1.0
942,rain,85.0,51.0
965,dry,41.0,1.0
985,dry,42.0,0.0
1006,dry,45.666666666666664,0.0
1069,rain,59.666666666666664,51.0
1028,dry,36.0,0.0
1093,dry,40.666666666666664,2.0
941,dry,40.0,2.0
915,dry,52.666666666666664,0.0
1004,rain,57.666666666666664,51.0
972,dry,50.0,0.0
1025,rain,72.33333333333333,51.0
1040,dry,38.0,0.0
951,rain,72.66666666666667,51.0
1066,rain,82.0,51.0
955,dry,68.66666666666667,1.0
976,rain,72.0,51.0
992,dry,66.66666666666667,1.0
1013,dry,74.0,0.0
1081,dry,46.333333333333336,0.0
1101,dry,70.66666666666667,0.0
1057,dry,74.0,1.0
1039,dry,40.333333333333336,0.0
1042,rain,71.0,51.0
1054,dry,40.0,1.0
1051,dry,67.0,0.0
1075,dry,56.666666666666664,0.0
1072,dry,79.33333333333333,0.0
1099,dry,65.0,0.0
1078,rain,66.0,51.0
1102,rain,63.333333333333336,51.0
